35;0;40.231;-0.066;-4.0698;163.573;;;0;
36.994;0.645;39.826;0.716;5.47745;188.064;;;
39.975;1.395;39.607;1.477;0.147751;43.9831;;;
39.945;2.093;39.475;2.229;-0.0468289;-31.7724;;;
38.905;2.72;39.029;2.989;;;;;
38.851;3.399;38.869;3.754;;;;;
38.786;4.076;38.905;4.107;;;;;
38.709;4.752;39.01;4.786;;;;;
38.62;5.427;39.008;5.497;;;;;
38.519;6.1;38.904;6.186;;;;;
39.392;6.945;38.968;6.904;;;;;
39.265;7.632;38.756;7.547;;;;;
38.147;8.108;38.708;8.239;;;;;
39.949;9.222;38.561;8.903;;;;;
38.811;9.676;38.574;9.623;;;;;
39.602;10.611;38.148;10.188;;;;;
36.527;10.474;37.876;10.827;;;;;
38.252;11.694;37.594;11.461;;;;;
37.091;12.051;37.39;12.109;;;;;
38.766;13.348;37.329;12.861;;;;;
33.828;12.312;37.014;13.48;;;;;
36.409;13.976;36.682;14.109;;;;;
36.16;14.609;36.44;14.725;;;;;
35.899;15.238;36.413;15.497;;;;;
39.282;17.489;36.222;16.165;;;;;
35.346;16.482;35.768;16.724;;;;;
35.951;17.534;35.654;17.384;;;;;
33.858;17.251;35.197;17.896;;;;;
37.966;20.187;35.417;18.845;;;;;
34.984;19.392;35.017;19.392;;;;;
33.774;19.5;34.127;19.679;;;34.127;19.679;
32.572;19.571;33.855;20.318;;;33.855;20.318;
31.377;19.607;33.491;20.912;;;33.491;20.912;
38.578;25.053;32.849;21.247;;;32.849;21.247;
31.503;21.249;32.152;21.643;;;32.152;21.643;
29.489;20.648;32.036;22.451;;;32.036;22.451;
32.36;23.511;31.092;22.527;;;31.092;22.527;
31.945;24.072;30.699;23.059;;;30.699;23.059;
26.792;20.932;30.173;23.447;;;30.173;23.447;
30.308;24.543;29.216;23.632;;;29.216;23.632;
33.705;28.282;28.859;24.207;;;28.859;24.207;
23.395;20.337;28.2;24.423;;;28.2;24.423;
28.239;25.426;27.676;24.878;;;27.676;24.878;
25.597;23.869;27.387;25.595;;;27.387;25.595;
28.054;27.091;27.576;26.711;;;27.576;26.711;
27.577;27.577;27.567;27.753;;;27.567;27.753;
22.229;23.018;27.02;28.29;;;27.02;28.29;
26.597;28.522;27.356;29.594;;;27.356;29.594;
28.772;31.955;27.196;30.477;;;27.196;30.477;
28.866;33.207;27.38;31.763;;;27.38;31.763;
30.211;36.004;27.124;32.577;;;27.124;32.577;
27.69;34.194;27.006;33.612;;;27.006;33.612;
27.089;34.672;28.055;36.246;;;28.055;36.246;
26.479;35.139;27.902;37.277;;;27.902;37.277;
27.625;38.023;27.44;37.957;;;27.44;37.957;
25.237;36.042;26.952;38.638;;;26.952;38.638;
26.282;38.964;26.409;39.341;;;26.409;39.341;
33.767;51.997;25.898;40.005;;;25.898;40.005;
24.906;39.858;25.499;40.902;;;25.499;40.902;
23.691;39.429;24.845;41.303;;;24.845;41.303;
23.499;40.703;24.177;41.801;;;24.177;41.801;
24.24;43.73;23.658;42.511;;;23.658;42.511;
22.065;41.498;22.832;42.651;;;22.832;42.651;
22.699;44.55;21.431;42.054;;;21.431;42.054;
19.288;39.546;20.795;42.674;;;20.795;42.674;
20.285;43.502;20.01;42.848;;;20.01;42.848;
19.523;43.85;19.176;42.93;;;19.176;42.93;
17.192;40.502;18.32;43.105;;;18.32;43.105;
18.355;45.432;17.59;43.505;;;17.59;43.505;
17.918;46.679;16.629;43.3;;;16.629;43.3;
15.048;41.346;16.005;43.92;;;16.005;43.92;
14.324;41.602;15.085;43.67;;;15.085;43.67;
14.832;45.65;14.291;43.935;;;14.291;43.935;
14.033;45.902;13.617;44.432;;;13.617;44.432;
12.128;42.295;12.711;44.229;;;12.711;44.229;
12.423;46.364;11.777;43.924;;;11.777;43.924;
10.16;40.752;11.077;44.386;;;;;
10.797;46.769;10.37;44.835;;;;;
9.771;45.972;9.509;44.655;;;;;
8.395;43.191;8.67;44.641;;;;;
7.64;43.331;7.908;44.69;;;;;
7.352;46.421;7.058;44.465;;;;;
6.541;46.542;6.372;45.3;;;;;
5.362;43.672;5.524;44.864;;;;;
4.808;45.748;4.707;44.775;;;;;
3.747;42.836;4.338;44.934;;;;;
3.069;43.892;3.502;44.7;;;;;
2.616;49.931;2.61;44.555;;;;;
1.465;41.974;1.726;44.294;;;;;
0.785;44.993;0.883;44.317;;;;;
0;42;0.019;44.125;;;;;
-0.715;40.993;-0.784;43.919;;;;;
-1.57;44.972;-1.651;44.095;;;;;
-2.302;43.939;-2.497;43.261;;;;;
-3.069;43.892;-3.363;43.607;;;;;
-3.834;43.832;-4.206;43.441;;;;;
-4.285;40.775;-4.552;43.24;;;;;
-5.606;45.657;-5.432;43.959;;;;;
-5.845;41.591;-6.189;43.768;;;;;
-7.196;45.433;-6.947;43.655;;;;;
-7.64;43.331;-7.703;43.528;;;;;
-8.014;41.228;-8.482;43.476;;;;;
-10.395;48.907;-9.156;43.247;;;;;
-9.897;42.872;-9.826;42.727;;;;;
-10.644;42.693;-10.834;43.416;;;;;
-11.388;42.5;-11.423;42.703;;;;;
-12.403;43.256;-12.227;42.668;;;;;
-11.694;38.252;-12.929;42.46;;;;;
-12.978;39.944;-13.618;41.863;;;;;
-16.929;49.166;-14.345;41.62;;;;;
-13.68;37.587;-15.145;41.528;;;;;
-16.484;42.944;-15.983;41.505;;;;;
-15.733;38.941;-16.671;41.137;;;;;
-17.973;42.343;-17.699;41.592;;;;;
-17.896;40.195;-18.458;41.459;;;;;
-19.44;41.69;-18.965;40.533;;;;;
-20.603;42.243;-20.062;41.012;;;;;
-19.975;39.204;-20.731;40.577;;;;;
-23.004;43.264;-21.529;40.468;;;;;
-21.331;38.483;-22.539;40.538;;;;;
-22.5;38.971;-23.206;40.16;;;;;
-25.751;42.858;-24.217;40.194;;;;;
-23.846;38.162;-25.08;39.984;;;;;
-24.508;37.74;-25.727;39.572;;;;;
-29.078;43.109;-26.725;39.454;;;;;
-25.237;36.042;-27.415;39.089;;;;;
-30.564;42.068;-28.471;39.114;;;;;
-30.09;39.931;-29.05;38.461;;;-29.05;38.461;
-27.089;34.672;-29.61;37.917;;;-29.61;37.917;
-33.983;41.965;-30.413;37.625;;;-30.413;37.625;
-28.925;34.471;-30.984;36.92;;;-30.984;36.92;
-34.115;39.244;-31.763;36.611;;;-31.763;36.611;
-32.118;35.67;-32.308;35.887;;;-32.308;35.887;
-30.007;32.179;-32.748;35.116;;;-32.748;35.116;
-33.343;34.528;-33.305;34.588;;;-33.305;34.588;
-35.355;35.355;-33.767;33.753;;;-33.767;33.753;
-33.809;32.648;-34.175;33.079;;;-34.175;33.079;
-36.567;34.099;-34.297;32.03;;;-34.297;32.03;
-34.927;31.449;-34.572;31.195;;;-34.572;31.195;
-33.207;28.866;-35.301;30.781;;;-35.301;30.781;
-39.068;32.782;-35.323;29.78;;;-35.323;29.78;
-33.417;27.06;-35.425;28.802;;;-35.425;28.802;
-35.46;27.704;-35.325;27.765;;;-35.325;27.765;
-35.139;26.479;-35.161;26.64;;;-35.161;26.64;
-38.023;27.625;-35.103;25.654;;;-35.103;25.654;
-33.585;23.516;-35.233;24.848;;;-35.233;24.848;
-36.477;24.604;-34.703;23.543;;;-34.703;23.543;
-32.708;21.24;-34.876;22.79;;;-34.876;22.79;
-34.769;21.726;-34.73;21.839;;;-34.73;21.839;
-34.286;20.601;-34.477;20.867;;;-34.477;20.867;
-34.641;19.999;-33.904;19.7;;;-33.904;19.7;
-33.235;18.422;-34.007;18.967;;;-34.007;18.967;
-35.317;18.778;-33.703;18.01;;;-33.703;18.01;
-33.858;17.251;-33.764;17.305;;;-33.764;17.305;
-32.356;15.781;-33.574;16.47;;;-33.574;16.47;
-31.72;14.791;-33.361;15.654;;;-33.361;15.654;
-34.714;15.455;-33.393;14.931;;;-33.393;14.931;
-33.138;14.066;-33.397;14.239;;;-33.397;14.239;
-33.378;13.485;-33.142;13.436;;;-33.142;13.436;
-32.675;12.542;-33.035;12.719;;;-33.035;12.719;
-31.949;11.628;-33.167;12.108;;;-33.167;12.108;
-34.984;12.045;-33.194;11.489;;;;;
-33.286;10.815;-33.228;10.82;;;;;
-32.514;9.94;-33.149;10.165;;;;;
-32.682;9.371;-33.06;9.512;;;;;
-33.807;9.058;-33.044;8.892;;;;;
-32.019;7.983;-33.102;8.305;;;;;
-35.077;8.098;-33.073;7.653;;;;;
-32.278;6.861;-33.115;7.046;;;;;
-32.393;6.296;-33.142;6.456;;;;;
-32.498;5.73;-33.16;5.866;;;;;
-32.593;5.162;-33.17;5.257;;;;;
-34.659;4.871;-33.345;4.694;;;;;
-33.746;4.143;-33.064;4.059;;;;;
-32.819;3.449;-33.22;3.489;;;;;
-32.874;2.876;-33.303;3.208;;;;;
-33.917;2.371;-33.752;2.571;;;;;
-33.953;1.779;-33.991;1.932;;;;;
-31.98;1.116;-34.02;1.262;;;;;
-33.994;0.593;-34.237;0.597;;;;;
-38;0;-34.541;-0.061;;;;;
-36.994;-0.645;-34.834;-0.725;;;;;
-34.978;-1.221;-35.015;-1.4;;;;;
-34.952;-1.831;-35.185;-2.079;;;;;
-35.912;-2.511;-35.543;-2.754;;;;;
-35.863;-3.137;-35.688;-3.438;;;;;
-35.802;-3.763;-35.567;-3.733;;;;;
-35.731;-4.387;-35.494;-4.373;;;;;
-35.649;-5.01;-35.415;-4.978;;;;;
-35.556;-5.631;-35.412;-5.603;;;;;
-35.453;-6.251;-35.221;-6.198;;;;;
-34.356;-6.678;-35.194;-6.84;;;;;
-36.191;-7.692;-35.069;-7.455;;;;;
-34.102;-7.873;-35.02;-8.095;;;;;
-34.93;-8.709;-34.787;-8.676;;;;;
-33.807;-9.058;-34.972;-9.408;;;;;
-35.566;-10.198;-34.889;-10.045;;;;;
-34.426;-10.525;-34.885;-10.698;;;-34.885;-10.698;
-35.189;-11.433;-34.691;-11.313;;;-34.691;-11.313;
-33.093;-11.394;-34.414;-11.854;;;-34.414;-11.854;
-37.587;-13.68;-34.287;-12.484;;;-34.287;-12.484;
-34.542;-13.259;-34.155;-13.095;;;-34.155;-13.095;
-34.305;-13.86;-34;-13.736;;;-34;-13.736;
-34.058;-14.457;-33.68;-14.273;;;-33.68;-14.273;
-31.06;-13.829;-33.423;-14.865;;;-33.423;-14.865;
-33.533;-15.636;-33.327;-15.511;;;-33.327;-15.511;
-32.356;-15.781;-32.949;-16.093;;;-32.949;-16.093;
-33.858;-17.251;-32.816;-16.766;;;-32.816;-16.766;
-30.903;-16.431;-32.289;-17.19;;;-32.289;-17.19;
-32.36;-17.938;-32.208;-17.909;;;-32.208;-17.909;
-32.042;-18.5;-32.437;-18.789;;;-32.437;-18.789;
-33.429;-20.086;-32.257;-19.452;;;-32.257;-19.452;
-33.073;-20.666;-32.219;-20.206;;;-32.219;-20.206;
-28.514;-18.517;-32.294;-21.1;;;-32.294;-21.1;
-33.161;-22.367;-32.31;-21.895;;;-32.31;-21.895;
-33.585;-23.516;-32.014;-22.484;;;-32.014;-22.484;
-31.551;-22.923;-32.258;-23.546;;;-32.258;-23.546;
-31.945;-24.072;-32.056;-24.275;;;-32.056;-24.275;
-34.672;-27.089;-32.041;-25.186;;;-32.041;-25.186;
-31.085;-25.172;-32.261;-26.218;;;-32.261;-26.218;
-29.109;-24.425;-32.01;-26.949;;;-32.01;-26.949;
-34.716;-30.178;-31.925;-27.884;;;-31.925;-27.884;
-31.212;-28.103;-31.723;-28.659;;;-31.723;-28.659;
-32.91;-30.689;-31.313;-29.241;;;;;
-30.931;-29.87;-30.606;-29.591;;;;;
-30.405;-30.405;-30.001;-29.949;;;;;
-32.648;-33.809;-29.7;-30.625;;;;;
-29.325;-31.448;-28.839;-30.819;;;;;
-27.434;-30.468;-28.244;-31.241;;;;;
-26.898;-30.943;-27.336;-31.319;;;;;
-24.425;-29.109;-26.61;-31.582;;;-26.61;-31.582;
-25.802;-31.863;-25.778;-31.682;;;-25.778;-31.682;
-25.242;-32.308;-24.295;-30.896;;;;;
-24.674;-32.744;-23.412;-30.89;;;;;
-22.923;-31.551;-22.603;-30.925;;;;;
-22.943;-32.766;-21.794;-30.946;;;;;
-21.249;-31.503;-21.028;-30.924;;;;;
-16.339;-25.16;-20.176;-30.836;;;;;
-19.606;-31.377;-19.285;-30.653;;;;;
-18.541;-30.858;-18.476;-30.618;;;;;
-17.999;-31.176;-17.66;-30.469;;;;;
-15.998;-28.862;-16.721;-30.065;;;;;
-16.431;-30.903;-16.032;-30.129;;;;;
-15.435;-30.294;-15.67;-30.624;;;;;
-15.781;-32.356;-14.898;-30.402;;;;;
-13.946;-29.908;-14.27;-30.501;;;;;
-12.608;-28.319;-13.639;-30.59;;;;;
-13.675;-32.217;-13.084;-30.732;;;;;
-12.361;-30.597;-12.388;-30.531;;;;;
-11.109;-28.941;-11.837;-30.748;;;;;
-11.628;-31.949;-11.155;-30.617;;;;;
-11.069;-32.147;-10.657;-30.985;;;;;
-9.888;-30.433;-10.144;-31.157;;;;;
-8.771;-28.689;-9.506;-31.073;;;;;
-9.371;-32.682;-8.955;-31.237;;;;;
-8.282;-30.909;-8.466;-31.56;;;;;
-8.467;-33.96;-7.864;-31.529;;;;;
-6.973;-30.205;-7.237;-31.307;;;;;
-6.653;-31.3;-6.704;-31.518;;;;;
-6.296;-32.393;-6.21;-31.803;;;;;
-5.73;-32.498;-5.62;-31.82;;;;;
-5.005;-31.606;-5.076;-32.003;;;;;
-4.175;-29.708;-4.439;-31.458;;;;;
-4.021;-32.754;-3.913;-31.801;;;;;
-3.344;-31.824;-3.359;-31.864;;;;;
-2.876;-32.874;-3.066;-31.811;;;;;
-2.301;-32.919;-2.433;-31.961;;;;;
-1.465;-27.961;-1.821;-31.998;;;;;
-1.186;-33.979;-1.241;-32.123;;;;;
-0.558;-31.995;-0.609;-32.14;;;;;
0;-34;0.012;-32.245;;;;;
0.593;-33.994;0.655;-32.338;;;;;
1.116;-31.98;1.275;-32.223;;;;;
1.622;-30.957;1.909;-32.892;;;;;
2.302;-32.919;2.527;-32.655;;;;;
2.876;-32.874;3.173;-32.804;;;;;
3.554;-33.813;3.492;-32.945;;;;;
3.899;-31.761;3.986;-32.433;;;;;
4.871;-34.659;4.58;-32.538;;;;;
5.005;-31.606;5.18;-32.723;;;;;
5.904;-33.483;5.748;-32.628;;;;;
6.678;-34.356;6.338;-32.61;;;;;
6.029;-28.366;6.972;-32.666;;;;;
7.648;-33.128;7.6;-32.805;;;;;
8.225;-32.99;8.016;-32.146;;;;;
8.541;-31.875;8.711;-32.434;;;;;
9.371;-32.682;9.282;-32.276;;;;;
10.525;-34.426;9.867;-32.102;;;;;
10.815;-33.286;10.526;-32.369;;;;;
9.441;-27.42;11.088;-32.181;;;;;
12.654;-34.768;11.609;-31.901;;;;;
12.184;-31.741;12.147;-31.699;;;;;
13.111;-32.451;12.74;-31.563;;;;;
13.284;-31.297;13.149;-31.002;;;13.149;-31.002;
13.829;-31.06;13.752;-30.839;;;13.752;-30.839;
13.946;-29.908;14.53;-31.18;;;14.53;-31.18;
14.466;-29.66;14.925;-30.591;;;14.925;-30.591;
15.889;-31.185;15.648;-30.635;;;15.648;-30.635;
15.023;-28.254;16.436;-30.734;;;16.436;-30.734;
17.453;-31.486;16.957;-30.451;;;16.957;-30.451;
18;-31.176;18.203;-31.202;;;18.203;-31.202;
16.996;-28.286;18.912;-31.205;;;18.912;-31.205;
20.137;-32.225;19.621;-31.195;;;19.621;-31.195;
21.785;-33.546;20.975;-31.941;;;;;
19.012;-28.187;21.44;-31.634;;;21.44;-31.634;
27.531;-39.319;22.892;-32.392;;;;;
21.748;-29.933;23.463;-32.097;;;;;
22.267;-29.549;24.655;-32.565;;;;;
30.783;-39.4;26.234;-33.293;;;;;
20.138;-24.868;27.096;-33.186;;;;;
33.425;-39.834;28.003;-33.259;;;;;
24.274;-27.924;28.508;-32.589;;;;;
30.11;-33.441;29.19;-32.348;;;;;
37.51;-40.224;30.274;-32.46;;;;;
31.259;-32.37;30.837;-31.8;;;30.837;-31.8;
28.991;-28.991;31.513;-31.643;;;31.513;-31.643;
33.089;-31.954;31.937;-30.825;;;31.937;-30.825;
29.254;-27.279;32.953;-30.805;;;32.953;-30.805;
34.184;-30.779;33.556;-30.282;;;33.556;-30.282;
36.98;-32.146;33.088;-28.762;;;33.088;-28.762;
27.577;-23.14;33.82;-28.323;;;33.82;-28.323;
38.08;-30.836;34.35;-27.822;;;34.35;-27.822;
35.46;-27.704;35.002;-27.294;;;35.002;-27.294;
36.737;-27.683;35.735;-26.933;;;35.735;-26.933;
32.36;-23.511;36.056;-26.195;;;36.056;-26.195;
39.319;-27.531;36.158;-25.273;;;36.158;-25.273;
34.819;-23.486;37.308;-25.197;;;37.308;-25.197;
40.256;-26.142;37.298;-24.229;;;37.298;-24.229;
37.314;-23.316;37.557;-23.485;;;37.557;-23.485;
37.715;-22.661;37.976;-22.801;;;37.976;-22.801;
38.105;-21.999;38.907;-22.469;;;38.907;-22.469;
40.232;-22.301;38.903;-21.556;;;38.903;-21.556;
37.966;-20.187;39.504;-21.02;;;39.504;-21.02;
38.313;-19.521;39.553;-20.142;;;39.553;-20.142;
41.344;-20.164;39.895;-19.455;;;39.895;-19.455;
42.596;-19.862;40.31;-18.794;;;40.31;-18.794;
39.282;-17.489;40.456;-18.037;;;40.456;-18.037;
41.422;-17.582;40.516;-17.218;;;40.516;-17.218;
40.796;-16.482;40.977;-16.579;;;40.977;-16.579;
41.077;-15.768;41.339;-15.907;;;41.339;-15.907;
42.286;-15.39;41.269;-15.062;;;41.269;-15.062;
39.711;-13.673;41.277;-14.224;;;41.277;-14.224;
40.895;-13.287;41.161;-13.431;;;41.161;-13.431;
43.033;-13.156;41.308;-12.665;;;41.308;-12.665;
42.295;-12.127;41.526;-11.929;;;41.526;-11.929;
40.568;-10.87;41.641;-11.175;;;41.641;-11.175;
42.693;-10.644;41.658;-10.387;;;41.658;-10.387;
38;-8.772;41.559;-9.637;;;;;
43.038;-9.148;41.63;-8.895;;;;;
43.191;-8.395;41.606;-8.107;;;;;
42.346;-7.466;41.655;-7.346;;;;;
42.47;-6.726;41.685;-6.617;;;;;
38.62;-5.427;41.435;-5.84;;;;;
41.686;-5.118;41.888;-5.179;;;;;
42.764;-4.494;41.702;-4.412;;;;;
42.836;-3.747;41.553;-4.014;;;;;
40.9;-2.859;41.017;-3.203;;;;;
39.945;-2.093;40.768;-2.391;;;;;
42.973;-1.5;40.901;-1.639;;;;;
40.993;-0.715;40.623;-0.855;;;;;
